smiles,mp,db,db_index,train/test
C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,353.35,Bradley,711,False
OC(=O)C=CC1=C2N=CC=CC2=CC=C1,462.15,Enamine,10095,True
ClC1=NS(=O)(=O)C2=C1C=CC=C2,395.15,Enamine,1273,True
NC(=O)CCNC1=NC=NC(Cl)=C1,439.15,Enamine,3362,False
COC(=O)C1=C(OC)C(OC)=CC=C1,320.65,OCHEM,3781,True
CN1C=C(C=C1C(O)=O)C#N,513.15,Enamine,3447,True
O=CC1=CNC=N1,448.65,OCHEM,21234,True
CCC1=C(CCCC1)C=NNC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,467.15,OCHEM,13342,True
OC(=O)CCC1NC(=O)N(C1=O)C1=CC=C(C=C1)C#N,494.15,Enamine,19374,True
COC1=CC=C(C=C1)C1=CC=C(C=C1)S(=O)(=O)NC(C(C)C)C(O)=O,451.15,OCHEM,21385,True
O=C1NC=NC2=C1CCNC2,525.15,Enamine,7896,True
CC1=CC(Br)=C(N)C(Br)=C1Cl,350.15,OCHEM,19855,True
N(C1=CC=CC=C1)C1=NC=CC=N1,381.15,Enamine,3690,True
CC(=O)N1CCN(CC(N)=NO)CC1,473.15,Enamine,15784,True
CC1=NNC=C1,309.65,OCHEM,9828,True
OC(=O)C1=C(Cl)C(Br)=CC(=C1)S(Cl)(=O)=O,434.15,Enamine,7567,True
CN(C)C(=S)SC(=S)N(C)C,381.15,OCHEM,4391,True
FC(F)(F)C1=CC(=CC=C1)S(=O)(=O)N1CCNCC1,378.15,Enamine,2578,True
OC(=O)CCC1=CC(F)=CC=C1,318.15,OCHEM,19545,True
CC1=CSC(=O)N1CC(O)=O,467.15,Enamine,6172,True
CNCC(=O)NC1=CC=C(Cl)C=C1,332.15,Enamine,11095,True
CC(CC(O)=O)NC1=NS(=O)(=O)C2=C1C=CC=C2,519.15,Enamine,21228,True
CC1(NC(=O)NC1=O)C1=CC=C(OC(F)F)C=C1,415.15,Enamine,1580,False
OC(=O)CCOC1=CC2=C(C=CC=C2)C=C1,340.15,Enamine,11027,True
FC1=CC=C(C=C1)C1=CSC2=C1C(=O)NC=N2,505.15,Enamine,1952,True
BrCCOC1=CC=C(OC2=CC=CC=C2)C=C1,309.15,Enamine,21046,True
CN1CCN(CC1)C1=C(Cl)C=C(N)C=C1,401.15,Enamine,16300,True
CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)NCC(O)=O,417.15,Enamine,294,False
CCCS(=O)(=O)C1=CC=C2NC(N)=NC2=C1,494.15,OCHEM,19087,True
CC1=CC2=C(CCCC2)C=C1C,283.15,OCHEM,9687,True
CC1=CC(=CC(C)=C1O)[N+]([O-])=O,439.15,OCHEM,1603,True
CC1=NC(N)=NN1,416.15,Enamine,15650,True
CC(C)(C)OC(=O)CN=C(C1=CC=CC=C1)C1=CC=CC=C1,387.15,OCHEM,21397,True
NC1(CC1)C1=CC(=CC=C1)C#N,341.15,Enamine,4954,True
FC(F)(F)C(C(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1)C(F)(F)F,349.15,OCHEM,15904,True
OC1(CC2=CC(F)=CC=C2)CCNC1,333.15,Enamine,5422,True
CN1C=C(C=N1)N1CCC(Br)C1=O,410.15,Enamine,18906,True
COC1=CC=C(C=C1)C1=NOC(CCCC(O)=O)=N1,383.15,Enamine,9531,True
CC(CCC(O)=O)N1N=C2C=CC=CC2=N1,346.15,OCHEM,406,True
CON(C)C(=O)CC1=CC=C(Cl)C=C1,319.15,Enamine,7490,True
CCCCCCCCCC(O)=O,304.65,Bradley,1465,False
OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=C(Cl)C=C1,518.15,Enamine,315,True
COC1=CC=C(O)C(C=O)=C1,287.65,OCHEM,19409,True
COC(=O)C1=C(C)OC(C)=C1S(Cl)(=O)=O,343.65,OCHEM,6476,True
NC(=O)C1CC(O)CN1,391.15,Enamine,2421,True
C=C1CCC1,138.15,OCHEM,9721,True
CC(COC(C)=O)OC(C)=O,242.15,OCHEM,551,True
[O-][N+](=O)C1=CC(C#N)=C(SC2=CC=C(Cl)C=C2)C=C1,441.15,OCHEM,6288,True
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,441.15,OCHEM,75,True
NC(=O)COC1=CC=C(C=C1)C(O)=O,547.15,Enamine,8828,True
C=CC(=O)ON1C(=O)CCC1=O,342.15,OCHEM,4376,True
CN1C=CN=C1C(=O)C1=CC=NC=C1,412.15,Enamine,22329,True
ClC1=NC=NC2=C1C=NN2C1=CC=CC=C1,400.15,OCHEM,14713,True
CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,424.15,Bradley,2620,True
CC1=CC=CC=C1N=NC1=C(C)C=CC=C1,328.65,OCHEM,8964,True
CC(C)CC1=CSC2=C1C(=O)NC(CC#N)=N2,492.15,Enamine,11110,True
NNC(=O)C1=C(Cl)C=CC=C1Cl,454.15,Enamine,17387,True
O(C1=CC=CC=C1)C1=CC=CC=C1,300.55,Bradley,1515,True
NC(=O)C1=CC(CO)=CC=C1,387.15,Enamine,16649,True
CCN(CC)S(=O)(=O)C1=CC(N)=C(OC2=CC(C)=CC=C2)C=C1,396.15,Enamine,2167,False
CCC1=C(C(O)=O)C(C)=NO1,400.15,Enamine,9157,True
NC1=CC(CS(=O)C2=CC=CC=C2)=CC=C1,407.15,Enamine,19730,True
CC1=CC2=C(N1)C=CC(=C2)[N+]([O-])=O,449.15,OCHEM,4520,True
CC(C)OC1=CC(C(O)=O)=C(C=C1)[N+]([O-])=O,409.15,Enamine,12417,True
CC(=O)NC1=CC=CC(=C1)C(O)=O,523.65,OCHEM,19761,True
CC1=CC(Cl)=C(Cl)C(Cl)=C1,318.65,OCHEM,11167,True
BrC1=CC2=C(OC(C=O)=C2)C=C1,403.15,OCHEM,2800,True
CCN1C=C(C(=O)NC(C(C)C)C(=O)OC)C(=O)C2=CC=C(C)N=C12,428.15,OCHEM,12082,True
CCCC1=C(C(=NN1)C(O)=O)[N+]([O-])=O,432.15,Enamine,15979,True
OC(=O)CNC(=O)CC12CC3CC(CC(C3)C1)C2,439.15,Enamine,2454,True
CN(C)C=C1C(=O)CCCC1=O,385.15,Enamine,10038,True
ClC1=CC=C2SC=C(C=O)C2=C1,383.15,OCHEM,2631,True
FC(F)(F)COC(=O)NC1=NC=CC=C1,424.15,Enamine,14864,True
OC(=O)CNC1=C2C=CC=CC2=NC=N1,493.15,Enamine,3876,False
NC1=NC(CC(O)=O)=CS1,391.15,OCHEM,893,False
CN1C(C(CCC1=O)C(N)=O)C1=CC=CS1,453.15,Enamine,20213,False
CCCC(C)(C)CC,147.15,Bradley,18,True
ClC1=CC(C2=CC=C(O2)C=O)=C(Cl)C=C1,358.15,Enamine,473,True
OC(=O)CCSC1=CC=C(C=C1)C#N,360.15,Enamine,17704,True
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,326.65,Bradley,2317,False
CC1=NC=C(N1CCO)[N+]([O-])=O,433.15,Bradley,1398,True
COC(=O)C1=CC(=CC=C1OC)[N+]([O-])=O,374.15,OCHEM,15744,True
ClC1=NC=C(C=C1)S(=O)(=O)N1CCCC1,423.15,Enamine,2007,True
OC(=O)CC1=CC=C(NS(=O)(=O)C2=CC=C(F)C=C2)C=C1,454.15,Enamine,2733,True
ClC1=CC=C(C=C1)C1=CN2C(SC3=C2C=CC=C3)=N1,432.15,OCHEM,14563,True
CN1CCN(CC1)S(=O)(=O)C1=CC(=CC=C1)C(O)=O,504.15,Enamine,238,True
OC(=O)C1=CC=C(C=C1)N1NC(=O)CCC1=O,522.15,Enamine,14808,False
CC(C)(C)C1=CC=C(CN2N=CC=C2N)C=C1,290.15,Enamine,8444,True
FC1=C(S)C=CC(=C1)C#N,333.15,Enamine,20640,True
OC1=CC=C(C=C1)C1=NC2=C(C=CC=C2)N=C1,478.15,Enamine,21682,True
CCCCCCCCCCCCCCCCC(C)CC,281.15,OCHEM,15805,False
COC(=O)C1=CSC(Br)=C1,311.15,Enamine,5516,True
ClC1=NC=NC(SCC2=CC=CC=C2)=C1,345.15,Enamine,18271,True
CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(CC=C)C1,376.15,OCHEM,17328,True
NC(=O)C1=C(Cl)C2=C(S1)C=C(Cl)C=C2,543.15,Enamine,18851,True
CN1N=CC2=C1N=C(Cl)NC2=O,542.15,Enamine,16631,True
CCCSC1=C2C(CC(C)(C)CC2=O)=C(S1)C(=O)OC,369.65,OCHEM,2193,True
O=C1C(=C(C(=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,493.15,OCHEM,911,True
O=C1N(CC2=CC=CC=C2)C2=C(C=CC=C2)C1=O,366.15,Enamine,422,True
COC1=CC(C2=CC=CC=C12)C1=CC=CC=C1,341.15,OCHEM,15067,True
FC1=CC(=CC=C1)C(=O)C1=CC(F)=CC=C1,332.15,OCHEM,19588,True
OC(=O)CNC(=O)C1=C(I)C=CC=C1,448.15,Enamine,9220,True
NC1=CC(=CC=C1)N1C(=O)CNC1=O,430.15,Enamine,11460,True
CC1=CC(C)=C(C)C=C1C=O,316.65,Enamine,9296,False
COC1=CC=CC=C1N=NC1=C2NC(=O)C=C(N2N=C1N)C(F)(F)F,568.15,OCHEM,13649,True
CN1N=CC=C1N,347.65,OCHEM,2085,True
OC(=O)C=CC(=O)C1=CC=C(Cl)C=C1,431.15,OCHEM,19552,True
NNS(=O)(=O)C1=CC=C(OC(F)(F)F)C=C1,379.15,Enamine,18786,True
FC1=C(F)C(F)=C(OC(=O)OCC2C3=CC=CC=C3C3=CC=CC=C23)C(F)=C1F,358.15,OCHEM,15641,True
COC1=CC(O)=C(C(O)=O)C(OC)=C1,434.15,OCHEM,19399,True
CCOC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,475.15,Enamine,6175,True
SC1=NC2=C(C=CS2)C(=O)N1CC=C,486.15,Enamine,2584,True
OC(=O)C1=C(F)C=C(Cl)C=C1,478.15,OCHEM,16907,True
COC1=CC(O)=CC=C1Br,352.15,OCHEM,20314,True
OC(CC1COCCN1)C1=CC=CS1,383.15,Enamine,3811,True
CC1=NC(C)=C2C(=O)N3C4=C(SC3=C(C#N)C2=C1)C=CC=C4,560.15,OCHEM,13183,True
COC(=O)C1=CC(=CC(I)=C1)C(=O)OC,379.15,OCHEM,6965,True
CCOC1=C(OC)C(=CC(=C1)C(O)=O)C1=CC=CC=C1,435.15,Enamine,11231,True
O=C1CCCN1C1CCCCC1,286.15,OCHEM,17177,True
OC(=O)C1=CN=C(NC2CC2)S1,491.15,Enamine,21257,True
CC(Cl)=C,135.15,Bradley,780,True
O=CC1=CN(N=C1C1=CC=CS1)C1=CC=CC=C1,364.15,Enamine,414,True
CC(=O)N1CCC(CC1)C(Cl)=O,405.15,OCHEM,18554,True
NC(=O)C1=CC(F)=C(F)C=C1,407.15,OCHEM,7169,True
CNC1=C(C(=O)C(O1)C1=CC=CC=C1)C1=CC=CC(=C1)C(F)(F)F,421.15,OCHEM,21669,True
OC(=O)C1=CC2=CC=CC=C2C=C1O,494.15,Bradley,2139,True
OC(=O)C1=CC=C(O)C(O)=C1O,494.15,OCHEM,9089,True
ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,568.15,OCHEM,21848,True
CS(=O)(=O)C1=CC=C(C=C1)C(N)=S,490.15,Enamine,17034,True
OC(=O)C1=CC=C(CC#N)C=C1,463.15,Enamine,5992,True
[O-][N+](=O)C1=C(I)C=CC(=C1)C(F)(F)F,308.15,Enamine,11909,True
FC1=CC=C(C=C1)C(=O)N1CCCCC1,334.15,OCHEM,6988,True
CC(C)C1=NC(C#N)=C(NN)O1,377.15,Enamine,15618,True
OC1CCCCC1N1C=CC(=N1)[N+]([O-])=O,368.15,Enamine,4453,True
CCOC(=O)C1=C(C)N2N=C(C)C=C2N=C1,373.15,OCHEM,5034,True
CC(C)(C)OC(=O)N1C=C(C(O)=O)C2=C1C=CC=C2Br,423.15,OCHEM,2771,True
CC1=C(C=CC=C1)C(C)(C)C(O)=O,367.15,Enamine,15786,True
CC1CN(CC(C)O1)C(=O)C1=CC=C(N)C=C1,448.15,Enamine,13942,True
CC1=CC2=CC3=C(C=CC=C3)C=C2C=C(C)C1=O,455.15,OCHEM,18259,True
COC1=CC=C(OC2=C(N)C=CC=N2)C=C1,423.15,Enamine,11676,True
CSC1=NSC(N)=N1,420.15,Enamine,2499,True
[O-][N+](=O)C1=CC(Cl)=NC(Cl)=C1,369.15,OCHEM,18968,True
CC(C)(C)NC(=O)N1CCCC2=C1C=CC=C2C(O)=O,408.15,Enamine,20615,True
CC(C)OC1=CC=CC(OC(C)C)=C1C1=CC=CC=C1P(C1CCCCC1)C1CCCCC1,397.65,OCHEM,19323,True
OC(=O)C=CC1=CC=C(OC(F)(F)F)C=C1,451.15,OCHEM,4848,True
O=C1NN=CC2=C1N=CC=C2,583.15,Enamine,20127,True
NCC1=NC(=NC=C1)N1CCCC1,337.15,Enamine,19371,True
CC(C)CC1=NC(=CS1)C(O)=O,378.15,Enamine,15652,True
OC(=O)CSC1=C(O)C=CC=C1,325.15,Enamine,6493,True
CSC1=CC=C(OC2=C(C#N)C(F)=CC=C2)C=C1,342.65,OCHEM,2255,True
[O-][N+](=O)C1=C(C=CC=O)C=CC=C1,400.15,OCHEM,850,True
CC(=O)N1[C@@H](CC2=C1C=CC=C2)C(O)=O,468.15,Enamine,16969,False
COC(=O)C(O)C1=CC(Cl)=CC=C1,354.15,Enamine,19501,True
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,439.15,OCHEM,1028,True
CN1C(Cl)=C(C=O)C2=C1C=CC=C2,366.15,Enamine,9294,True
CC(C)C(CCC(C)CC(O)=O)=N/O,459.15,OCHEM,12959,True
NS(=O)(=O)C1=C(F)C=CC(=C1)C(O)=O,510.15,Enamine,11813,True
CC1=NC2=C(C=CS2)C(=O)N1N,455.15,Enamine,7105,True
FC1=C(CNC(=O)C2=CC=C(C=C2)N2C=CN=C2S)C=CC=C1,485.15,Enamine,12736,True
CC1=NC(N)=C(O)C=C1,419.15,Enamine,5998,True
CCOC(=O)CN(C)C(=O)COC(=O)C1=CC=CC=C1,312.65,OCHEM,11856,True
ClCCNC(=O)C1=CC=CC=C1,376.15,OCHEM,21365,True
ClC1=CC=C(C=C1)S(=O)(=O)N1C=CC=C1,390.15,OCHEM,6266,True
CSC1=NC(C)=C(CC(O)=O)S1,420.15,Enamine,9702,True
COC(=O)C(=O)CC(=O)C1=C(OC)C=CC(OC)=C1,360.65,Enamine,8336,False
NC(=O)C1=C(F)C=CC(=C1)C(F)(F)F,389.15,OCHEM,19357,True
CC(Cl)(Cl)C(=O)OCCOC1=CC(Cl)=C(Cl)C=C1Cl,322.65,OCHEM,8170,True
CCN1CN(CC)CN(CC)C1,343.15,OCHEM,10905,True
BrCC(=O)C1=CC=C(S1)C1=NC=CC=C1,397.15,OCHEM,1715,True
NC1=NC(=CC=N1)C1=CN=CC=C1,462.15,Enamine,19543,True
CC(C)N1C(S)=NN=C1N(C)C,401.15,Enamine,17814,True
CC(C)(C)OC(=O)N1CC(=O)CC1C(O)=O,429.15,OCHEM,5291,True
CS(=O)(=O)NC1=C(F)C=C(C=C1)S(Cl)(=O)=O,438.15,Enamine,5161,True
OC1=C(C=CC2=C1C=CC=C2)C(=O)OC1=CC=CC=C1,368.15,OCHEM,4496,True
COC1CCCCCCCCCCC1,281.15,OCHEM,643,True
OC1=CC=NC2=C1C=CC=C2C(F)(F)F,445.15,OCHEM,20493,True
FC1=CC=C(OCC(=O)N2CCNCC2)C=C1,363.15,Enamine,11371,True
NC1=C(Cl)C=C(Cl)C=C1,335.35,Bradley,2228,True
CCC(=N/O)C1=CC2(C)CCC1C2(C)C,380.15,OCHEM,13091,True
CC(=O)C1=CC=C(C=C1)N1C=NN=N1,448.15,Enamine,13234,True
CN(C)S(=O)(=O)C1=CC(C(O)=O)=C(NCCO)C=C1,450.15,Enamine,7387,True
COC1=CC=C(NC(=O)C2=CC=C(S2)C(O)=O)C=C1,521.15,Enamine,4607,True
NC1=NN=C(N1)C(F)(F)F,429.15,Enamine,924,True
CC1=NN=NN1C(=CC1=CC=CC=C1)C(O)=O,475.15,Enamine,2089,True
CCCCCCCCCCCCCCCCCN,322.15,OCHEM,10553,True
CCOC(=O)NC1=C(N)C=C(Br)C=C1,353.15,Enamine,6404,True
CCCOC1=C(OC)C=C(C=C1)C#N,364.15,Enamine,3544,True
CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,452.65,OCHEM,17055,True
OC(=O)C1=CC=CC(C=O)=C1,447.15,Bradley,1278,True
COC1=C(OC)C=C(C(C)=O)C(C)=C1,347.15,Enamine,18676,True
N#CC(=C1CCCC1)C1=NC2=C(S1)C=CC=C2,508.15,OCHEM,16541,True
CC1=C(SC2=C1SC=C2)C(O)=O,509.15,Enamine,11619,True
CCOC(=O)COC1=CC=C(O)C=C1,395.15,Enamine,21301,True
CC(C)C1=CC(Cl)=C(C)C=C1O,334.15,Bradley,2651,True
BrC1=CSC(=C1)C#N,321.15,Enamine,13538,True
CC1=C(CCl)N=C(O1)C1=CC=CS1,339.15,Enamine,10033,True
NC1=CC(=CC(=C1)C(=O)OCC1=CC=CC=C1)C(=O)OCC1=CC=CC=C1,390.15,OCHEM,21093,True
BrC1=CC=CC=C1Br,279.2,Bradley,2104,True
O=CCCCC=O,267.15,OCHEM,21815,True
CC(C)C1=C(C)SC(N)=N1,381.15,Enamine,18101,True
CCOC(=O)C1=CC=C(O1)[N+]([O-])=O,373.15,Bradley,1090,True
CC1=CC=CC(C(O)=O)=C1N,448.65,OCHEM,19041,True
COC1=CC=C(C=C1)C1=CC(=NN1C1=CC=CC=C1)C(O)=O,472.15,Enamine,12871,True
CCCCCC(C)(C)C,160.15,OCHEM,9674,True
CC(=N/C1=CC(=CC=C1)C(O)=O)C1=C(O)C2=CC=CC=C2N(C2=CC=CC=C2)C1=O,515.15,OCHEM,12381,True
CC(C)C1CCC(C)CC1OC(=O)OC1CC(C)CCC1C(C)C,379.15,OCHEM,17010,True
CN(C)C1=CC=C(C=C1)N=C1C=C(SC(=C1)C1=CC=CC=C1)C1=CC=CC=C1,438.15,OCHEM,17387,True
OC(=O)C1=CNC=NC1=O,595.15,Enamine,21535,True
NC1=C(F)C=CC(NC(=O)CN2C=CC=NC2=O)=C1,525.15,Enamine,12168,True
CC1=C(SC2=C1C(=O)NC(CC1=CC=CC=C1)=N2)C(O)=O,616.15,Enamine,8651,True
NNC1=NC(=CC=C1)C(F)(F)F,336.15,Enamine,20415,True
[O-][N+](=O)C1=CC=CC=C1C1=CC=CC=C1,310.25,Bradley,168,True
OCC1=C(C=C(F)C=C1)C(F)(F)F,329.15,OCHEM,20432,True
COC1=CC=CC=C1N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1,429.15,Bergstrom,174,True
NC1=CC=C(SC2=NC3=C(N2)C=CC=C3)C=C1,498.15,Enamine,2717,True
CC(=O)NCCC1=CC=C(S1)S(N)(=O)=O,418.15,Enamine,15751,True
OC(=O)C1=CC(F)=CC(=C1)C(F)(F)F,379.15,OCHEM,3700,True
COC1=CC=C(OCCBr)C=C1,321.15,OCHEM,5504,True
NC1=NC(=CC(O)=N1)C(F)(F)F,563.15,OCHEM,19060,True
CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,305.15,Bradley,2632,True
OC1=CC=NC(S)=N1,573.15,OCHEM,13,True
C1=CC=C(C=C1)C1=NN=C(N=C1C1=CC=CC=C1)C1=CC=CC=N1,465.15,Bradley,1092,True
NC(=O)C1=C(F)C=CC(Cl)=C1,409.15,OCHEM,20741,True
CC1=CC=C(SC2=CC=C(C=O)C=C2[N+]([O-])=O)C=C1,413.15,OCHEM,2450,True
COC1=CC(=CC=C1)C1=NON=C1N,348.15,Enamine,3442,True
CC(=O)NC1=CC=C(F)C=C1Br,390.65,OCHEM,19142,True
[O-][N+](=O)C1=CC(=CC=C1Cl)C(Cl)=O,326.65,OCHEM,17674,True
CC(C)(C)C1=NC(CC(O)=O)=CS1,368.15,Enamine,17099,True
CC(C)OC(=O)C1(CCCCC1)S(=O)(=O)C1=CC=C(C=C1)N(=O)=O,383.15,OCHEM,12064,True
COC1=C(OC(C)C)C(Cl)=CC(C=O)=C1,308.15,Enamine,3659,True
NCC(O)(C1=CC=CC=C1)C(F)(F)F,350.15,Enamine,16940,True
NC1=CC(CC2CCCCC2)=NO1,380.15,Enamine,16498,True
COC(=O)C1=CC=C(C=C1)N(C)C,373.15,OCHEM,21323,True
OC(=O)COC1=CC2=C(OC3=C2CCCC3)C=C1,462.15,Enamine,2955,False
CC(C)NC(=O)COC(=O)C1=CC=CC=C1,403.15,OCHEM,11949,True
CC(C)=CCCC=C(C)C,198.75,OCHEM,11061,True
CC(C)C(C)(C)C(C)C,171.15,Bradley,33,True
ClC1=CC=C(C=C1)C1=CSC(=N1)C(=NNC1=CC=C2C=CC=CC2=C1)C#N,491.15,OCHEM,13773,True
OC(=O)CC1(O)CCCC1,346.15,Enamine,20095,True
[O-][N+](=O)C1=CC=CC(C=NNC2=CC=CC=C2)=C1,396.15,OCHEM,16934,True
OC1=NC=C(F)C(O)=N1,555.15,Bradley,2079,True
CC1=C(COC2=CC=C(C=C2)C(O)=O)C(C)=NO1,498.15,Enamine,2558,True
O=C1OC(=O)[C@@]23CC4=CC=CC=C4C[C@@]12CC1=C(C3)C=C2CCC2=C1,523.15,OCHEM,13320,True
COC(=O)C1=CC=C(N=C1)N1CCCC1,393.15,OCHEM,2872,True
CCC1=C(C(=O)C2=CC=C(O)C=C2)C2=C(O1)C=CC=C2,397.15,Bergstrom,37,True
C1=CN2C=CC=CC2=C1,348.15,OCHEM,8280,True
CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,325.15,OCHEM,11014,True
CCOC(=O)NCCC(O)=O,321.15,Enamine,11360,True
CN(C)S(F)(F)F,194.45,OCHEM,607,True
OC(=O)C=CC1=CC=CC2=C(Br)C=CC(=C12)[N+]([O-])=O,415.15,OCHEM,12529,True
CCOC(=O)N1CCC2=CC(OC)=C(OC)C=C2C1C#N,384.15,OCHEM,1430,True
O=C(C=CC1=CC=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,371.65,OCHEM,14028,True
O=C1NC(CN2CCNCC2)=NC2=C1C=CC=C2,441.15,Enamine,9799,True
OCC1=CN=C2C=CC=CN12,397.15,Enamine,3842,True
CC1=C(C=CC(=N1)C1=CSC=C1)C(O)=O,448.15,Enamine,16908,True
O=C1OC(=O)[C@@H]2[C@@H]3[C@H]([C@H]12)C1C=CC3[C@@H]2[C@H]1C(=O)OC2=O,629.15,OCHEM,12167,True
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,337.65,Bradley,864,True
O=CC1=C(N=C(S1)N1CCCCC1)C1=CC=CS1,391.15,Enamine,1549,True
NCCS(=O)(=O)CC1=CC=CC=C1,350.15,Enamine,14865,True
[O-][N+](=O)C1=C(Br)C(=CC=C1)C(F)F,303.15,Enamine,6433,True
OC1=CC=C(F)C=C1,319.35,Bradley,2564,True
CCC(=O)C1=CC=C(OC)C=C1,301.15,OCHEM,20545,True
OC1=C(F)C(F)=CC(F)=C1F,311.15,OCHEM,9488,True
CC1=CC=C(C=C1)C(=O)NC(=C/C1=CC=CC=C1)C(O)=O,503.15,OCHEM,13895,True
O=C(COC1=C2C=CC=CC2=CC=C1)N1CCNCC1,415.15,Enamine,11604,False
CCCCCCCCCCl,233.95,Bradley,308,True
CCCCN1C(=O)NC(=O)C(NCC2=C(OC)C=CC=C2)=C1N,472.15,Enamine,1656,True
OCCNC(=O)C1=NN=C(Cl)C=C1,393.15,Enamine,20773,True
ClCC1=C2OCCC2=CC(Cl)=C1,320.15,Enamine,8029,True
COC(=O)C1=C(C)NC=C1NC(=O)OC(C)(C)C,383.15,Enamine,6631,True
CC(=O)N[Si](C)(C)C,314.15,OCHEM,21486,True
CCCC1=NC2=C(C=CC=C2)C(O)=C1,442.15,Enamine,5652,True
O=C=NC1=CC2=C(OCCOCCOCCOCCOCCO2)C=C1,335.15,OCHEM,1217,True
FC(F)S(=O)(=O)C1=CC=C(F)C=C1,325.15,Enamine,12428,True
FC(F)(F)C1=CC(Br)=C(Cl)C=C1,250.65,OCHEM,554,True
CC1=CC=C(C=C1)C(=O)CCC(O)=O,402.15,OCHEM,1373,True
[O-][N+](=O)C1=CC(=C(I)C=C1)[N+]([O-])=O,362.15,OCHEM,15954,True
CC1=C(CC(O)=O)N=C(O1)C1=CC=CC=C1,405.15,OCHEM,6344,True
O=CC1=CC=C(C=O)C=C1,389.15,Bradley,2056,True
[O-][N+](=O)C1=CC=C(O1)C1=NN=C(S)S1,449.15,OCHEM,6416,True
O=C1NC(CO1)C1=CC=CC=C1,405.15,OCHEM,6800,True
CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C,310.95,Bradley,2214,True
OC(=O)C1=CC=C(NC(=O)NC2=CC=CC=C2)C=C1,534.15,Enamine,7124,True
CC(C)(C)OC(=O)NC1(CCC2=CC=CC=C12)C(O)=O,431.15,OCHEM,6790,True
CNC1CCCCNC1=O,508.15,Enamine,16959,True
COC(=O)C1=CC=CC2=C1C=CN2,343.15,OCHEM,16982,True
CC1=CC(C)=C(C(O)=O)C(=O)N1,508.15,Enamine,9821,True
OC(=O)CN1C=NC2=C(C=C(Br)C=C2)C1=O,551.15,Enamine,12036,True
NNC(=O)CSC1=NC2=C(O1)C=CC=C2,443.15,Enamine,1169,True
CCCCCCCCCC(=O)N(C)C,264.15,OCHEM,21792,True
CON=C(/C)C1=C(C(=O)OC)C(OC2=NC(OC)=CC(OC)=N2)=CC=C1,380.15,OCHEM,12026,True
COCCC(=O)NC1=C(C=C(F)C=C1)C(O)=O,384.15,Enamine,13813,True
CN1C=C(N=C1C)S(=O)(=O)N1CCC(CC1)C(O)=O,536.15,Enamine,15503,True
CCCCCCCCCCCCCCCCCCCC(O)=O,348.35,Bradley,371,False
CCN1C(=O)NC(=O)C(C2=CSC(C)=N2)=C1N,524.15,Enamine,8766,True
CN(C)C1=CC=CC2=C(C=CC=C12)S(=O)(=O)NC1CC(C)(C)N(O)C1(C)C,432.15,OCHEM,1082,True
NC(=S)NC1=C(OC(F)(F)F)C=CC=C1,430.15,Enamine,5438,True
NC1=C2C(O)CCCC2=NC2=C1C=CC=C2,518.15,Bergstrom,176,True
CN(CC(O)=O)C1=NC=C(Cl)C=C1,409.15,Enamine,11707,True
OC(=O)C1=CC(C(O)=O)=C(Br)C=C1,571.15,OCHEM,947,True
OC(=O)C1=CN=C(S1)C1=C(Cl)C=CC=C1,474.15,Enamine,16022,True
CCCC(C)Br,177.35,Bradley,703,True
NC1=NNC=C1C(O)=O,391.15,OCHEM,5684,True
CC1=CC(C(O)=O)=C(N)C=C1,449.15,OCHEM,1013,True
CC1=CC2=C(NC(=O)C2=O)C(C)=C1,518.15,OCHEM,1473,True
OC(C1C(=O)N(N=C1C(F)(F)F)C1=CC=CC=C1)C1=C(Cl)C=CC=C1Cl,469.15,OCHEM,17112,True
